,Word,Count
2922,leonardo,2946
2923,leon,2945
2924,lens,2944
2925,lending,2943
2926,lender,2942
2927,lemery,2941
2928,legitimation,2940
2929,legitimate,2939
2930,legislator,2938
2931,legislative,2937
2932,legislation,2936
2933,legal,2935
2934,legacy,2934
2935,left,2933
2936,lebak,2932
2937,leaving,2931
2938,leave,2930
2939,least,2929
2940,lease,2928
2941,learning,2927
2942,learner,2926
2943,league,2925
2944,leaf,2924
2945,leading,2923
2946,leadership,2922
2947,leader,2921
2948,lead,2920
2949,le,2919
2950,lcp,2918
2951,lcoal,2917
2952,lbo,2916
2953,lbk,2915
2954,layout,2914
2955,layer,2913
2956,lawyer,2912
2957,lawsuit,2911
2958,lawlessness,2910
2959,lawful,2909
2960,law,2908
2961,laurel,2907
2962,launderng,2906
2963,laundering,2905
2964,latter,2904
2965,lateral,2903
2966,later,2902
2967,late,2901
2968,lasting,2900
2969,last,2899
2970,laser,2898
2971,larosa,2897
2972,large,2896
2973,larena,2895
2974,lapu,2894
2975,lapid,2893
2976,lapaz,2892
2977,laoag,2891
2978,lanuza,2890
2979,languyan,2889
2980,language,2888
2981,lane,2887
2982,landscape,2886
2983,landowner,2885
2984,landmines,2884
2985,landmark,2883
2986,landholding,2882
2987,landholder,2881
2988,landfills,2880
2989,landfill,2879
2990,land,2878
2991,lanao,2877
2992,lanag,2876
2993,lamk,2875
2994,lamion,2874
2995,lamao,2873
2996,lakit,2872
2997,lake,2871
2998,laibility,2870
2999,lahug,2869
3000,lahar,2868
3001,laguna,2867
3002,lagonoy,2866
3003,lagawe,2865
3004,laden,2864
3005,ladderized,2863
3006,lad,2862
3007,lactation,2861
3008,lactating,2860
3009,lack,2859
3010,laborer,2858
3011,laboratory,2857
3012,labor,2856
3013,labo,2855
3014,labelling,2854
3015,labeling,2853
3016,labelers,2852
3017,label,2851
3018,la,2850
3019,kulinarya,2849
3020,kudarat,2848
3021,kualabaro,2847
3022,krus,2846
3023,kotong,2845
3024,kotkot,2844
3025,koronadal,2843
3026,komiks,2842
3027,knowna,2841
3028,known,2840
3029,knowledge,2839
3030,know,2838
3031,km,2837
3032,kindergarten,2836
3033,kind,2835
3034,kilowatt,2834
3035,kilometer,2833
3036,killing,2832
3037,kidney,2831
3038,kidnapping,2830
3039,kidapawan,2829
3040,kibawe,2828
3041,kiamba,2827
3042,kho,2826
3043,key,2825
3044,kerosene,2824
3045,kawit,2823
3046,katugday,2822
3047,katipunan,2821
3048,katawagan,2820
3049,kasambahay,2819
3050,karimul,2818
3051,kalinga,2817
3052,kalinangang,2816
3053,kalayaan,2815
3054,kabuhayan,2814
3055,kabataan,2813
3056,kabankalan,2812
3057,kabacan,2811
3058,juveniles,2810
3059,juvenile,2809
3060,juvenal,2808
3061,justice,2807
3062,jurisdiction,2806
3063,juridical,2805
3064,junk,2804
3065,junior,2803
3066,june,2802
3067,junction,2801
3068,july,2800
3069,jueteng,2799
3070,judiciary,2798
3071,judicial,2797
3072,judice,2796
3073,judgment,2795
3074,judges,2794
3075,judge,2793
3076,juan,2792
3077,jrrmmc,2791
3078,jr,2790
3079,journalist,2789
3080,journalism,2788
3081,journal,2787
3082,josephine,2786
3083,josefa,2785
3084,jose,2784
3085,jorge,2783
3086,jolo,2782
3087,joint,2781
3088,jockey,2780
3089,jobstart,2779
3090,jobseekers,2778
3091,job,2777
3092,joaquin,2776
3093,jewish,2775
3094,jesse,2774
3095,jeepney,2773
3096,jbc,2772
3097,jatropha,2771
3098,japanese,2770
3099,january,2769
3100,jailed,2768
3101,jail,2767
3102,jai,2766
3103,ix,2765
3104,iv,2764
3105,itogon,2763
3106,items,2762
3107,item,2761
3108,ite,2760
3109,it,2759
3110,isulan,2758
3111,issuer,2757
3112,issued,2756
3113,issue,2755
3114,issuance,2754
3115,isps,2753
3116,isocyanate,2752
3117,island,2751
3118,islamic,2750
3119,isla,2749
3120,isidro,2748
3121,isfs,2747
3122,isf,2746
3123,isarog,2745
3124,isang,2744
3125,isabela,2743
3126,irrigator,2742
3127,irrigation,2741
3128,irrigated,2740
3129,irrigable,2739
3130,irri,2738
3131,irresponsible,2737
3132,iriga,2736
3133,ira,2735
3134,ipso,2734
3135,ipps,2733
3136,ipo,2732
3137,ipil,2731
3138,ipaf,2730
3139,ip,2729
3140,involvement,2728
3141,involuntary,2727
3142,invoice,2726
3143,investor,2725
3144,investments,2724
3145,investment,2723
3146,investigative,2722
3147,investigation,2721
3148,investigate,2720
3149,inventor,2719
3150,invention,2718
3151,invasive,2717
3152,invasion,2716
3153,intrusion,2715
3154,introduction,2714
3155,intoxication,2713
3156,intoxicated,2712
3157,intolerance,2711
3158,intimidation,2710
3159,intimate,2709
3160,intervention,2708
3161,intersection,2707
3162,interrogation,2706
3163,interpreter,2705
3164,internship,2704
3165,internet,2703
3166,internationally,2702
3167,international,2701
3168,internal,2700
3169,interna,2699
3170,intermediate,2698
3171,interior,2697
3172,interim,2696
3173,intergovernmental,2695
3174,interference,2694
3175,interfaith,2693
3176,interface,2692
3177,interested,2691
3178,interest,2690
3179,interconnection,2689
3180,interception,2688
3181,interagency,2687
3182,interactive,2686
3183,inter,2685
3184,intentional,2684
3185,intention,2683
3186,intensive,2682
3187,intensity,2681
3188,intended,2680
3189,intelligence,2679
3190,intellectual,2678
3191,integrity,2677
3192,integration,2676
3193,integrating,2675
3194,integrated,2674
3195,integral,2673
3196,intangible,2672
3197,intake,2671
3198,insurgent,2670
3199,insurer,2669
3200,insurance,2668
3201,instrumentality,2667
3202,instrumentalites,2666
3203,instrument,2665
3204,instructional,2664
3205,instruction,2663
3206,instiutional,2662
3207,institutionalizing,2661
3208,institutionalization,2660
3209,institutional,2659
3210,institution,2658
3211,instituting,2657
3212,institute,2656
3213,instant,2655
3214,instance,2654
3215,installment,2653
3216,installation,2652
3217,inspired,2651
3218,inspector,2650
3219,inspection,2649
3220,inspected,2648
3221,insolvency,2647
3222,insignia,2646
3223,insfractuctures,2645
3224,inset,2644
3225,insertion,2643
3226,insecurity,2642
3227,inquiry,2641
3228,input,2640
3229,inoperable,2639
3230,inopacan,2638
3231,innovative,2637
3232,innovation,2636
3233,inn,2635
3234,inmate,2634
3235,inland,2633
3236,injury,2632
3237,injurious,2631
3238,injured,2630
3239,injunction,2629
3240,initimidation,2628
3241,initiative,2627
3242,initiation,2626
3243,initial,2625
3244,initao,2624
3245,inimical,2623
3246,inhumane,2622
3247,inhuman,2621
3248,inherent,2620
3249,inhabitant,2619
3250,ingredient,2618
3251,ingenious,2617
3252,infusion,2616
3253,infringement,2615
3254,infrastructure,2614
3255,infrastructural,2613
3256,informer,2612
3257,information,2611
3258,informant,2610
3259,informal,2609
3260,influenza,2608
3261,influencing,2607
3262,influence,2606
3263,inflicted,2605
3264,inflict,2604
3265,inflation,2603
3266,infirmary,2602
3267,infidelity,2601
3268,infertility,2600
3269,inferior,2599
3270,infedelity,2598
3271,infectious,2597
3272,infection,2596
3273,infanta,2595
3274,infant,2594
3275,industry,2593
3276,industrial,2592
3277,induced,2591
3278,indoor,2590
3279,individual,2589
3280,indiscriminate,2588
3281,indirect,2587
3282,indigents,2586
3283,indigent,2585
3284,indigenous,2584
3285,indicia,2583
3286,indication,2582
3287,indexation,2581
3288,index,2580
3289,indeterminate,2579
3290,independent,2578
3291,independence,2577
3292,indentification,2576
3293,indemnification,2575
3294,indefinite,2574
3295,indecent,2573
3296,indebtedness,2572
3297,indangan,2571
3298,indang,2570
3299,incumbent,2569
3300,incumbency,2568
3301,inculcates,2567
3302,incubator,2566
3303,incubation,2565
3304,incriminatory,2564
3305,incremental,2563
3306,increased,2562
3307,increase,2561
3308,income,2560
3309,inclusive,2559
3310,inclusion,2558
3311,inclination,2557
3312,incidental,2556
3313,incident,2555
3314,incidence,2554
3315,incestuous,2553
3316,incest,2552
3317,incentive,2551
3318,incendiary,2550
3319,incarcerated,2549
3320,incapacity,2548
3321,incapable,2547
3322,incandescent,2546
3323,inc,2545
3324,inauguration,2544
3325,inappropriate,2543
3326,inadvertent,2542
3327,inaction,2541
3328,in,2540
3329,imu,2539
3330,imprudence,2538
3331,improving,2537
3332,improvement,2536
3333,improved,2535
3334,improper,2534
3335,imprisonment,2533
3336,imprint,2532
3337,impoundment,2531
3338,imposition,2530
3339,imposable,2529
3340,importer,2528
3341,imported,2527
3342,importation,2526
3343,important,2525
3344,importance,2524
3345,import,2523
3346,implication,2522
3347,implementing,2521
3348,implementation,2520
3349,implement,2519
3350,implant,2518
3351,impeachable,2517
3352,impartiality,2516
3353,impairment,2515
3354,impairedness,2514
3355,impaired,2513
3356,impact,2512
3357,immunodeficiency,2511
3358,immuno,2510
3359,immunization,2509
3360,immunity,2508
3361,immune,2507
3362,immovable,2506
3363,immoral,2505
3364,imminent,2504
3365,immigration,2503
3366,immigrant,2502
3367,immediate,2501
3368,immaculate,2500
3369,imitation,2499
3370,imelda,2498
3371,image,2497
3372,iloilo,2496
3373,ilocos,2495
3374,illness,2494
3375,illicit,2493
3376,illegitimate,2492
3377,illegal,2491
3378,ill,2490
3379,iligan,2489
3380,ilagan,2488
3381,iii,2487
3382,iglesia,2486
3383,ifugao,2485
3384,ifsu,2484
3385,iec,2483
3386,idle,2482
3387,identity,2481
3388,identifying,2480
3389,identifier,2479
3390,identification,2478
3391,identifiable,2477
3392,ict,2476
3393,ice,2475
3394,icca,2474
3395,ibig,2473
3396,iba,2472
3397,iacat,2471
3398,hypertension,2470
3399,hymn,2469
3400,hygienist,2468
3401,hygiene,2467
3402,hydrothermal,2466
3403,hydroponics,2465
3404,hydrophonics,2464
3405,hydrokinetic,2463
3406,hydrographical,2462
3407,hydrogen,2461
3408,hybrid,2460
3409,husband,2459
3410,hunger,2458
3411,hundred,2457
3412,humanity,2456
3413,humanitarian,2455
3414,human,2454
3415,hub,2453
3416,hsa,2452
3417,hrh,2451
3418,housing,2450
3419,houses,2449
3420,household,2448
3421,househelpers,2447
3422,house,2446
3423,hourly,2445
3424,hour,2444
3425,hotel,2443
3426,hosted,2442
3427,host,2441
3428,hospitalization,2440
3429,hospital,2439
3430,hospice,2438
3431,horse,2437
3432,hormone,2436
3433,honorio,2435
3434,honoring,2434
3435,honored,2433
3436,honorarium,2432
3437,honor,2431
3438,honesty,2430
3439,honest,2429
3440,homowners,2428
3441,homicide,2427
3442,homeowner,2426
3443,homelots,2425
3444,homeless,2424
3445,home,2423
3446,holistic,2422
3447,holiday,2421
3448,holding,2420
3449,holder,2419
3450,hold,2418
3451,hog,2417
3452,hoarding,2416
3453,hmo,2415
3454,hiv,2414
3455,history,2413
3456,historical,2412
3457,historic,2411
3458,his,2410
3459,hiring,2409
3460,hired,2408
3461,hire,2407
3462,himanag,2406
3463,hilongos,2405
3464,hilong,2404
3465,hill,2403
3466,hilado,2402
3467,hijja,2401
3468,highway,2400
3469,highschool,2399
3470,highly,2398
3471,highest,2397
3472,higher,2396
3473,high,2395
3474,hidden,2394
3475,heroism,2393
3476,hero,2392
3477,hermosa,2391
3478,heritage,2390
3479,hereon,2389
3480,hereof,2388
3481,hereinafter,2387
3482,herbal,2386
3483,heraldic,2385
3484,her,2384
3485,hepatitis,2383
3486,hemophilia,2382
3487,helper,2381
3488,help,2380
3489,helmet,2379
3490,held,2378
3491,hekasi,2377
3492,heir,2376
3493,heinous,2375
3494,height,2374
3495,heavy,2373
3496,heat,2372
3497,heart,2371
3498,hearing,2370
3499,healvy,2369
3500,healthy,2368
3501,healthcare,2367
3502,health,2366
3503,headlamp,2365
3504,head,2364
3505,hdmf,2363
3506,hazing,2362
3507,hazardous,2361
3508,hazard,2360
3509,hate,2359
3510,hatchery,2358
3511,harvest,2357
3512,harsher,2356
3513,harmony,2355
3514,harmonizing,2354
3515,harmful,2353
3516,harm,2352
3517,hardware,2351
3518,hardship,2350
3519,harbor,2349
3520,harassment,2348
3521,hans,2347
3522,hands,2346
3523,handloom,2345
3524,handling,2344
3525,handline,2343
3526,handle,2342
3527,handicapped,2341
3528,handicap,2340
3529,handgun,2339
3530,hander,2338
3531,handed,2337
3532,handbook,2336
3533,hand,2335
3534,han,2334
3535,hall,2333
3536,halal,2332
3537,hair,2331
3538,habitual,2330
3539,habitat,2329
3540,habit,2328
3541,habeas,2327
3542,gynecologic,2326
3543,gym,2325
3544,guy,2324
3545,gutalac,2323
3546,gunshot,2322
3547,gunhawa,2321
3548,gun,2320
3549,gumaca,2319
3550,guiting,2318
3551,guinayangan,2317
3552,guimbal,2316
3553,guimaras,2315
3554,guilty,2314
3555,guihulngan,2313
3556,guideline,2312
3557,guide,2311
3558,guidance,2310
3559,guenter,2309
3560,guardianship,2308
3561,guardian,2307
3562,guard,2306
3563,guaranty,2305
3564,guarantee,2304
3565,guagua,2303
3566,gsis,2302
3567,growth,2301
3568,group,2300
3569,ground,2299
3570,gross,2298
3571,grocery,2297
3572,grievance,2296
3573,grid,2295
3574,greening,2294
3575,greenhouse,2293
3576,greenbelt,2292
3577,green,2291
3578,greatest,2290
3579,greater,2289
3580,grayware,2288
3581,gravel,2287
3582,gratuity,2286
3583,grassroots,2285
3584,graphic,2284
3585,granting,2283
3586,grantee,2282
3587,grant,2281
3588,granite,2280
3589,grandparent,2279
3590,grande,2278
3591,grandchild,2277
3592,granchildren,2276
3593,grain,2275
3594,graft,2274
3595,gradutes,2273
3596,graduation,2272
3597,graduating,2271
3598,graduated,2270
3599,graduate,2269
3600,grade,2268
3601,governor,2267
3602,governmetn,2266
3603,governmental,2265
3604,government,2264
3605,governing,2263
3606,governance,2262
3607,goverment,2261
3608,gotten,2260
3609,goodwill,2259
3610,goods,2258
3611,good,2257
3612,golf,2256
3613,gold,2255
3614,golangco,2254
3615,goccs,2253
3616,gocc,2252
3617,goat,2251
3618,goal,2250
3619,gmo,2249
3620,gma,2248
3621,glycine,2247
3622,glove,2246
3623,global,2245
3624,glaucoma,2244
3625,girl,2243
3626,gir,2242
3627,gingoog,2241
3628,gifts,2240
3629,gifted,2239
3630,gift,2238
3631,gerontology,2237
3632,german,2236
3633,geriatric,2235
3634,geothermal,2234
3635,geophysical,2233
3636,geology,2232
3637,geological,2231
3638,geohazard,2230
3639,genuine,2229
3640,genocide,2228
3641,genetically,2227
3642,genetic,2226
3643,generoso,2225
3644,generic,2224
3645,generator,2223
3646,generational,2222
3647,generation,2221
3648,generating,2220
3649,generated,2219
3650,generals,2218
3651,general,2217
3652,gender,2216
3653,gen,2215
3654,gdp,2214
3655,gcta,2213
3656,gcgmh,2212
3657,gay,2211
3658,gathering,2210
3659,gate,2209
3660,gastpe,2208
3661,gasoline,2207
3662,gas,2206
3663,garnishment,2205
3664,gardening,2204
3665,garden,2203
3666,garchitorena,2202
3667,garbage,2201
3668,gapan,2200
3669,gang,2199
3670,gaming,2198
3671,game,2197
3672,gambling,2196
3673,galing,2195
3674,gainsharing,2194
3675,gain,2193
3676,gadget,2192
3677,gabriela,2191
3678,gabaldon,2190
3679,gab,2189
3680,fy,2188
3681,future,2187
3682,futher,2186
3683,fur,2185
3684,funnds,2184
3685,funeral,2183
3686,funding,2182
3687,fundamental,2181
3688,fund,2180
3689,functioning,2179
3690,functional,2178
3691,function,2177
3692,fully,2176
3693,fulltime,2175
3694,fullterm,2174
3695,fullest,2173
3696,full,2172
3697,fulfillment,2171
3698,fuel,2170
3699,fudns,2169
3700,fto,2168
3701,fruit,2167
3702,frozen,2166
3703,frontline,2165
3704,front,2164
3705,frofessional,2163
3706,fringe,2162
3707,friendship,2161
3708,friendly,2160
3709,friday,2159
3710,fresh,2158
3711,frequency,2157
3712,freight,2156
3713,freeports,2155
3714,freeport,2154
3715,freelancer,2153
3716,freelance,2152
3717,freedom,2151
3718,free,2150
3719,frauludent,2149
3720,fraudulent,2148
3721,fraud,2147
3722,fraternity,2146
3723,franking,2145
3724,frank,2144
3725,francisco,2143
3726,francisca,2142
3727,franchising,2141
3728,franchised,2140
3729,franchise,2139
3730,france,2138
3731,framework,2137
3732,fradulent,2136
3733,fourth,2135
3734,fourteen,2134
3735,four,2133
3736,founding,2132
3737,foundation,2131
3738,fostering,2130
3739,foster,2129
3740,forward,2128
3741,forty,2127
3742,fortification,2126
3743,fortich,2125
3744,fort,2124
3745,formulation,2123
3746,former,2122
3747,formation,2121
3748,format,2120
3749,formal,2119
3750,form,2118
3751,forgery,2117
3752,forfeiture,2116
3753,forfeited,2115
3754,forestry,2114
3755,forestland,2113
3756,forested,2112
3757,forestation,2111
3758,forest,2110
3759,forensic,2109
3760,foreigner,2108
3761,foreign,2107
3762,foreclosure,2106
3763,forecasting,2105
3764,forecast,2104
3765,forebearances,2103
3766,forced,2102
3767,force,2101
3768,forbearance,2100
3769,for,2099
3770,footwear,2098
3771,footprint,2097
3772,footage,2096
3773,foot,2095
3774,foodstuff,2094
3775,food,2093
3776,folk,2092
3777,folic,2091
3778,foil,2090
3779,focus,2089
3780,fo,2088
3781,fmd,2087
3782,fluid,2086
3783,flower,2085
3784,floridablanca,2084
3785,flora,2083
3786,floor,2082
3787,flooding,2081
3788,flood,2080
3789,floirendo,2079
3790,flitch,2078
3791,flight,2077
3792,flexible,2076
3793,flexibilization,2075
3794,flexibilitation,2074
3795,flatforms,2073
3796,flag,2072
3797,fixed,2071
3798,five,2070
3799,fitness,2069
3800,fishing,2068
3801,fishery,2067
3802,fisherman,2066
3803,fisherfolks,2065
3804,fisherfolk,2064
3805,fish,2063
3806,fiscals,2062
3807,fiscal,2061
3808,first,2060
3809,firm,2059
3810,firing,2058
3811,firework,2057
3812,firewall,2056
3813,fireman,2055
3814,firefighting,2054
3815,firefighter,2053
3816,firecracker,2052
3817,firearm,2051
3818,fire,2050
3819,firb,2049
3820,finite,2048
3821,fingerprint,2047
3822,fine,2046
3823,finding,2045
3824,financing,2044
3825,financier,2043
3826,financial,2042
3827,finance,2041
3828,finality,2040
3829,final,2039
3830,filtering,2038
3831,filter,2037
3832,filmmaker,2036
3833,film,2035
3834,filling,2034
3835,filipino,2033
3836,filipiniana,2032
3837,filing,2031
3838,file,2030
3839,filariasis,2029
3840,figure,2028
3841,fighting,2027
3842,fifty,2026
3843,fifth,2025
3844,fifteen,2024
3845,field,2023
3846,fiduciary,2022
3847,fide,2021
3848,fictitious,2020
3849,fibrosis,2019
3850,fiberboard,2018
3851,fiber,2017
3852,fi,2016
3853,ffive,2015
3854,fever,2014
3855,fetal,2013
3856,festival,2012
3857,fertilizer,2011
3858,fertile,2010
3859,ferry,2009
3860,fernando,2008
3861,ferdinand,2007
3862,fencing,2006
3863,fence,2005
3864,feminism,2004
3865,female,2003
3866,felony,2002
3867,fellowship,2001
3868,felix,2000
3869,feeding,1999
3870,fee,1998
3871,federation,1997
3872,feces,1996
3873,february,1995
3874,feature,1994
3875,feast,1993
3876,feasibility,1992
3877,fe,1991
3878,fdcp,1990
3879,fdcda,1989
3880,fda,1988
3881,fcicl,1987
3882,favor,1986
3883,fauna,1985
3884,fatty,1984
3885,fats,1983
3886,fatigue,1982
3887,father,1981
3888,fat,1980
3889,farming,1979
3890,farmer,1978
3891,farm,1977
3892,fare,1976
3893,family,1975
3894,familiies,1974
3895,falsification,1973
3896,false,1972
3897,fallen,1971
3898,faith,1970
3899,fairness,1969
3900,fair,1968
3901,failure,1967
3902,faculty,1966
3903,factory,1965
3904,factor,1964
3905,facto,1963
3906,fact,1962
3907,facsimile,1961
3908,facility,1960
3909,facilitation,1959
3910,facilitating,1958
3911,facilitate,1957
3912,facie,1956
3913,fabrication,1955
3914,fabric,1954
3915,fab,1953
3916,eyewitness,1952
3917,eye,1951
3918,extreme,1950
3919,extraordinary,1949
3920,extrajudicial,1948
3921,extradition,1947
3922,extractive,1946
3923,extra,1945
3924,extinguisher,1944
3925,extinction,1943
3926,external,1942
3927,extent,1941
3928,extension,1940
3929,extend,1939
3930,extablishment,1938
3931,expropriation,1937
3932,expropriated,1936
3933,expression,1935
3934,express,1934
3935,exposure,1933
3936,exposed,1932
3937,exportation,1931
3938,export,1930
3939,explosive,1929
3940,exploration,1928
3941,exploitive,1927
3942,exploited,1926
3943,exploitation,1925
3944,explanation,1924
3945,expiry,1923
3946,expiration,1922
3947,expertise,1921
3948,expert,1920
3949,experimentation,1919
3950,experiment,1918
3951,experience,1917
3952,expense,1916
3953,expenditure,1915
3954,expeditious,1914
3955,expeditionary,1913
3956,expediency,1912
3957,expectant,1911
3958,expansion,1910
3959,expanded,1909
3960,exotic,1908
3961,exists,1907
3962,existence,1906
3963,exhibition,1905
3964,exhaust,1904
3965,exercise,1903
3966,exemption,1902
3967,exempt,1901
3968,exemplary,1900
3969,executive,1899
3970,execution,1898
3971,exclusive,1897
3972,exclusion,1896
3973,excluded,1895
3974,exclude,1894
3975,excise,1893
3976,exchange,1892
3977,excessive,1891
3978,excess,1890
3979,exceptional,1889
3980,exception,1888
3981,excellence,1887
3982,excavation,1886
3983,examiner,1885
3984,examination,1884
3985,exam,1883
3986,exaction,1882
3987,exact,1881
3988,ex,1880
3989,evident,1879
3990,evidence,1878
3991,eviction,1877
3992,everest,1876
3993,event,1875
3994,evat,1874
3995,evasion,1873
3996,evaluation,1872
3997,evacuation,1871
3998,european,1870
3999,eugene,1869
4000,ethyl,1868
4001,ethnicity,1867
4002,ethnic,1866
4003,ethical,1865
4004,ethic,1864
4005,ethanol,1863
4006,esteros,1862
4007,estate,1861
4008,estafa,1860
4009,establisments,1859
4010,establishments,1858
4011,establishment,1857
4012,establishing,1856
4013,essential,1855
4014,essay,1854
4015,espionage,1853
4016,espana,1852
4017,esgp,1851
4018,escheat,1850
4019,erythematosus,1849
4020,eruption,1848
4021,error,1847
4022,ermita,1846
4023,ergonomics,1845
4024,ergonomic,1844
4025,erd,1843
4026,eradication,1842
4027,er,1841
4028,equivalent,1840
4029,equivalency,1839
4030,equivalence,1838
4031,equity,1837
4032,equitable,1836
4033,equipped,1835
4034,equipment,1834
4035,equality,1833
4036,equal,1832
4037,epizooties,1831
4038,epilepsy,1830
4039,epifanio,1829
4040,epidemic,1828
4041,environmental,1827
4042,environment,1826
4043,entry,1825
4044,entrepreneurship,1824
4045,entrepreneurial,1823
4046,entrepreneural,1822
4047,entrepreneur,1821
4048,entrepinoy,1820
4049,entreneurship,1819
4050,entrant,1818
4051,entrance,1817
4052,entity,1816
4053,entitles,1815
4054,entitlement,1814
4055,entire,1813
4056,entertainment,1812
4057,enters,1811
4058,enterprises,1810
4059,enterprise,1809
4060,enterpreneurship,1808
4061,enteprises,1807
4062,ent,1806
4063,enrique,1805
4064,enrichment,1804
4065,enlistment,1803
4066,enlisted,1802
4067,enjoyment,1801
4068,enhancing,1800
4069,enhancement,1799
4070,enhanced,1798
4071,enhance,1797
4072,english,1796
4073,engineering,1795
4074,engineer,1794
4075,engine,1793
4076,engagement,1792
4077,enforcement,1791
4078,enforced,1790
4079,energy,1789
4080,energization,1788
4081,enemy,1787
4082,endowment,1786
4083,endorsement,1785
4084,endocrinology,1784
4085,endangerment,1783
4086,endangered,1782
4087,end,1781
4088,encumbrance,1780
4089,encroachment,1779
4090,encouraging,1778
4091,encouragement,1777
4092,enchancement,1776
4093,enactment,1775
4094,enabling,1774
4095,enable,1773
4096,empty,1772
4097,empowerment,1771
4098,empowered,1770
4099,employment,1769
4100,employer,1768
4101,employees,1767
4102,employeers,1766
4103,employee,1765
4104,employed,1764
4105,employ,1763
4106,emphasis,1762
4107,emotional,1761
4108,emolument,1760
4109,emission,1759
4110,eminent,1758
4111,emilio,1757
4112,emergency,1756
4113,emblem,1755
4114,embassy,1754
4115,emancipation,1753
4116,ema,1752
4117,elimination,1751
4118,eligible,1750
4119,eligibility,1749
4120,eleventh,1748
4121,eleven,1747
4122,elevated,1746
4123,elementary,1745
4124,elemental,1744
4125,element,1743
4126,electroplating,1742
4127,electronic,1741
4128,electrification,1740
4129,electricity,1739
4130,electrical,1738
4131,electric,1737
4132,electorate,1736
4133,electoral,1735
4134,elective,1734
4135,election,1733
4136,elected,1732
4137,elderly,1731
4138,elder,1730
4139,elaboration,1729
4140,el,1728
4141,eighty,1727
4142,eighth,1726
4143,eighteen,1725
4144,eight,1724
4145,eidul,1723
4146,eia,1722
4147,ehealth,1721
4148,eforts,1720
4149,eficiency,1719
4150,effort,1718
4151,efficient,1717
4152,efficiency,1716
4153,effectivity,1715
4154,effective,1714
4155,effect,1713
4156,eez,1712
4157,educator,1711
4158,educatonal,1710
4159,educational,1709
4160,education,1708
4161,editor,1707
4162,edge,1706
4163,ecozone,1705
4164,ecotourism,1704
4165,ecosystem,1703
4166,economy,1702
4167,economics,1701
4168,economic,1700
4169,ecology,1699
4170,ecological,1698
4171,eco,1697
4172,ecija,1696
4173,eatery,1695
4174,eastern,1694
4175,ease,1693
4176,earthquake,1692
4177,earth,1691
4178,earnings,1690
4179,earner,1689
4180,early,1688
4181,earliest,1687
4182,earlier,1686
4183,ear,1685
4184,dystonia,1684
4185,dynasty,1683
4186,dwellings,1682
4187,duty,1681
4188,duterte,1680
4189,dust,1679
4190,duration,1678
4191,durable,1677
4192,dupax,1676
4193,dunong,1675
4194,dumpsite,1674
4195,dumping,1673
4196,dump,1672
4197,dumangas,1671
4198,dumabel,1670
4199,duly,1669
4200,due,1668
4201,duck,1667
4202,duce,1666
4203,dual,1665
4204,dtpsu,1664
4205,dswd,1663
4206,drywall,1662
4207,drunk,1661
4208,drugstore,1660
4209,drug,1659
4210,dropout,1658
4211,drone,1657
4212,driving,1656
4213,driver,1655
4214,driven,1654
4215,drive,1653
4216,drinking,1652
4217,drilling,1651
4218,drill,1650
4219,dress,1649
4220,drawing,1648
4221,drainage,1647
4222,drag,1646
4223,dr,1645
4224,dpwh,1644
4225,downstream,1643
4226,douthit,1642
4227,double,1641
4228,dotr,1640
4229,dossier,1639
4230,dormitory,1638
4231,dooe,1637
4232,donta,1636
4233,donor,1635
4234,donations,1634
4235,donation,1633
4236,donated,1632
4237,donald,1631
4238,dominion,1630
4239,dominant,1629
4240,dominance,1628
4241,domestic,1627
4242,domelight,1626
4243,domain,1625
4244,dolphin,1624
4245,dole,1623
4246,doh,1622
4247,dog,1621
4248,dofw,1620
4249,documentation,1619
4250,documentary,1618
4251,document,1617
4252,doctrine,1616
4253,doctorate,1615
4254,doctor,1614
4255,do,1613
4256,dnd,1612
4257,dna,1611
4258,dmassu,1610
4259,divorce,1609
4260,division,1608
4261,diversion,1607
4262,diversification,1606
4263,diverse,1605
4264,disturbance,1604
4265,district,1603
4266,distributor,1602
4267,distribution,1601
4268,distressed,1600
4269,distress,1599
4270,distractive,1598
4271,distinctive,1597
4272,distinct,1596
4273,distance,1595
4274,dissolution,1594
4275,dissertation,1593
4276,dissemination,1592
4277,disseminate,1591
4278,dissection,1590
4279,disruptive,1589
4280,disruption,1588
4281,disqualification,1587
4282,dispute,1586
4283,dispositon,1585
4284,disposition,1584
4285,dispose,1583
4286,disposal,1582
4287,disposable,1581
4288,display,1580
4289,displacement,1579
4290,displaced,1578
4291,dispensing,1577
4292,dispensation,1576
4293,disparate,1575
4294,disorder,1574
4295,disobedience,1573
4296,dismissal,1572
4297,dismantling,1571
4298,disiplina,1570
4299,diseased,1569
4300,disease,1568
4301,discussion,1567
4302,discriminatory,1566
4303,discrimination,1565
4304,discretionary,1564
4305,discovery,1563
4306,discounting,1562
4307,discount,1561
4308,disclosure,1560
4309,discipline,1559
4310,discharge,1558
4311,disbursing,1557
4312,disbursement,1556
4313,disaster,1555
4314,disappearance,1554
4315,disagreement,1553
4316,disadvantaged,1552
4317,disabled,1551
4318,disability,1550
4319,directorship,1549
4320,director,1548
4321,direction,1547
4322,directing,1546
4323,direct,1545
4324,dipolog,1544
4325,diploma,1543
4326,diphtheria,1542
4327,dipaculao,1541
4328,diosdado,1540
4329,diokno,1539
4330,diodol,1538
4331,dingle,1537
