,bill_id,long_title_x,bill_status,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,num,congress,long_title_y,date_filed,scope,status,author,date_lastUpdate,passed,Full Name Primary Author,Party,Bloc,Years of Service,num_authors,delta_days,upper,mon,quarter,scope_national,majority_bloc,len_desc
249,16SBN-2211,"['consumer', 'protection', 'purchase', 'brand', 'new', 'motor']",Passed,0,1,0,0,1,1,0,0,0,0,SBN-2211,16,an act strengthening consumer protection in the purchase of brand new motor vehicles and for other purposes,5/6/14,National,Approved by the President of the Philippines,"Villar, Cynthia A., Ejercito-Estrada, Jinggoy P., Aquino IV, Paolo Benigno ""Bam"", Pimentel, Aquilino Koko III L.",7/15/14,True,Cynthia Villar,Nacionalista,Majority,1,4,70,False,5,2,True,True,107
250,16SBN-2178,"['election', 'service', 'public', 'school', 'appointment', 'qualified', 'compensation', 'omnibus', 'election', 'election']",Passed,0,1,1,1,0,1,1,0,0,1,SBN-2178,16,"an act making election service non-compulsory for public school teachers, authorizing the appointment of other qualified citizens, providing for compensation and other benefits, amending for the purpose the omnibus election code, republic act no. 6646, and other election laws",3/26/14,National,Approved by the President of the Philippines,"Aquino IV, Paolo Benigno ""Bam"", Villar, Cynthia A.",4/8/16,True,Bam Aquino,Liberal,Majority,3,2,744,True,3,1,True,True,276
251,16SBN-2161,"['city', 'development', 'authority', 'organizational', 'structure', 'capitalization']",Passed,0,0,0,0,0,0,1,1,1,1,SBN-2161,16,"an act creating the quezon city development authority (qcda), defining its powers and functions, providing for its organizational structure and capitalization",3/4/14,National,Lapsed Into Law,"Sotto III, Vicente C., Recto, Ralph G., Ejercito, Joseph Victor G.",11/8/14,True,Tito Sotto III,NPC,Majority,22,3,249,False,3,1,True,True,158
252,16SBN-2159,"['entry', 'scope', 'foreign']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-2159,16,"an act amending republic act no. 7721, otherwise known as an act liberalizing the entry and scope of operations of foreign banks in the philippines and for other purposes",3/4/14,National,Approved by the President of the Philippines,"Osmena III, Sergio R., Villar, Cynthia A.",7/15/14,True,Sergio Osmena III,Independent,Majority,19,2,133,False,3,1,True,True,170
253,16SBN-2130,"['secretary', 'finance', 'governor', 'congress', 'quarterly', 'status', 'fiscal', 'monetary', 'state']",Archived,0,0,0,0,0,0,0,1,0,0,SBN-2130,16,an act requiring the secretary of finance and the governor of the bangko sentral ng pilipinas to appear before congress quarterly to report on the status and directions of the fiscal and monetary policies of the state,2/19/14,National,Sent to the Archives,"Ejercito, Joseph Victor G.",8/11/14,False,JV Ejercito,PMP,Minority,1,1,173,False,2,1,True,False,217
254,16SBN-2103,"['practice', 'metallurgical', 'engineering', 'metallurgical', 'engineering']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-2103,16,"an act regulating the practice of metallurgical engineering in the philippines, repealing for this purpose presidential decree numbered 1536, otherwise known as the metallurgical engineering law of the philippines, and for other purposes",2/5/14,National,Approved by the President of the Philippines,"Legarda, Loren B., Trillanes, Antonio ""Sonny"" F., Escudero, Francis ""Chiz"" G., Villar, Cynthia A.",10/20/15,True,Loren Legarda,NPC,Majority,17,4,622,True,2,1,True,True,237
255,16SBN-2055,"['practice', 'forestry', 'forestry', 'profession']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-2055,16,"an act regulating the practice of forestry in the philippines, repealing for the purpose republic act numbered sixty-two hundred thirty-nine, known as 'the forestry profession law', appropriating funds therefor and for other purposes",1/15/14,National,Consolidated with Approved Bill,"Trillanes, Antonio ""Sonny"" F., Villar, Cynthia A.",10/23/15,True,Antonio Trillanes IV,Nacionalista,Majority,8,2,646,True,1,1,True,True,233
256,16SBN-2046,"['reduction', 'poverty', 'development', 'small', 'medium']",Passed,0,0,0,0,0,0,1,0,1,1,SBN-2046,16,"an act promoting the reduction of poverty through the development of micro, small and medium enterprises",12/17/13,National,Approved by the President of the Philippines,"Osmena III, Sergio R., Recto, Ralph G., Aquino IV, Paolo Benigno ""Bam"", Defensor Santiago, Miriam, Ejercito-Estrada, Jinggoy P., Poe, Grace L., Villar, Cynthia A., Legarda, Loren B.",7/15/14,True,Sergio Osmena III,Independent,Majority,19,8,210,False,12,4,True,True,104
257,16SBN-2043,"['maritime', 'industry', 'authority', 'single', 'maritime', 'administration', 'responsible', 'implementation', 'enforcement', 'international', 'convention', 'training', 'certification', 'international', 'related']",Passed,1,0,0,0,0,0,0,0,1,1,SBN-2043,16,"an act establishing the maritime industry authority (marina) as the single maritime administration responsible for the implementation and enforcement of the international convention on the standards of training, certification, and watchkeeping for seafarers, as amended, and international agreements or covenants related thereto",12/16/13,National,Approved by the President of the Philippines,"Drilon, Franklin M., Trillanes, Antonio ""Sonny"" F., Angara, Juan Edgardo ""Sonny"" M., Aquino IV, Paolo Benigno ""Bam"", Binay, Maria Lourdes Nancy S., Cayetano, Alan Peter Companero S., Cayetano, Pia S., Ejercito, Joseph Victor G., Ejercito-Estrada, Jinggoy P., Enrile, Juan Ponce, Escudero, Francis ""Chiz"" G., Guingona III, Teofisto ""Tg"", Honasan II, Gregorio B., Lapid, Manuel ""Lito"" M., Legarda, Loren B., Osmena III, Sergio R., Pimentel, Aquilino Koko III L., Poe, Grace L., Recto, Ralph G., Revilla Jr., Ramon A., Sotto III, Vicente C., Villar, Cynthia A.",3/13/14,True,Franklin Drilon,Liberal,Majority,19,22,87,False,12,4,True,True,328
258,16SBN-1872,"['sum', 'ten', 'aid', 'relief', 'resettlement', 'rehabilitation', 'livelihood', 'infrastructure', 'support', 'earthquake', 'central', 'central', 'assistance', 'resettlement', 'development', 'commission']",Archived,1,0,0,0,1,0,1,0,1,1,SBN-1872,16,"an act appropriating the sum of ten billion pesos for the aid, relief, resettlement, rehabilitation and livelihood services as well as infrastructure support for the victims of the earthquake in central visayas, creating the central visayas assistance, resettlement and development commission, and for other purposes",10/22/13,National,Sent to the Archives,"Enrile, Juan Ponce",6/2/14,False,Juan Ponce Enrile,PMP,Minority,27,1,223,False,10,4,True,False,316
259,16SBN-1831,"['corporate', 'life', 'fifty', 'necessary']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-1831,16,"an act extending the corporate life of the philippine national railways for another fifty (50) years, further amending for this purpose republic act no. 4156, entitled 'an act creating the philippine national railways, prescribing its powers, functions and duties, and providing for the necessary funds for its operations', as amended",10/9/13,National,Consolidated with Approved Bill,"Recto, Ralph G., Villar, Cynthia A., Escudero, Francis ""Chiz"" G., Cayetano, Pia S., Honasan II, Gregorio B., Cayetano, Alan Peter Companero S., Trillanes, Antonio ""Sonny"" F.",6/16/14,True,Ralph Recto,Liberal,Majority,13,7,250,False,10,4,True,True,334
260,16SBN-1647,"['crime', 'premature', 'marriage']",Passed,0,0,0,0,0,0,0,1,0,0,SBN-1647,16,"an act repealing the crime of premature marriage under article 351 of act no. 3815, otherwise known as the revised penal code",9/11/13,National,Approved by the President of the Philippines,"Binay, Maria Lourdes Nancy S., Villar, Cynthia A.",3/13/15,True,Nancy Binay,UNA,Minority,2,2,548,True,9,3,True,False,125
261,16SBN-1618,"['business', 'exact', 'change']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-1618,16,an act requiring business establishments to give exact change to consumers,9/10/13,National,Lapsed Into Law,"Defensor Santiago, Miriam",6/30/16,True,Miriam Santiago,PRP,Majority,21,1,1024,True,9,3,True,True,74
262,16SBN-1541,"['department', 'environment', 'natural', 'resource', 'information', 'authority', 'disaster', 'council', 'territory', 'vulnerable', 'sea', 'result', 'global', 'warming', 'high', 'risk', 'natural']",Archived,0,0,1,1,0,1,1,0,1,0,SBN-1541,16,"an act to direct the department of environment and natural resources, through the national mapping and resource information authority, together with the national disaster coordinating council, to identify low-lying areas of the philippine territory vulnerable to rising sea levels as a result of global warming, and areas at high risk for natural disasters, appropriating funds therefor and for other purposes",9/5/13,National,Sent to the Archives,"Ejercito-Estrada, Jinggoy P.",12/8/15,False,Jinggoy Ejercito-Estrada,PMP,Minority,11,1,824,True,9,3,True,False,409
263,16SBN-1511,"['line', 'item', 'budgetary', 'process']",Archived,0,0,0,0,0,0,0,0,0,0,SBN-1511,16,"an act instituting line item budgeting in the budgetary process of the government, repealing for this purpose presidential decree 1177, as amended",9/4/13,National,Sent to the Archives,"Ejercito-Estrada, Jinggoy P.",8/11/14,False,Jinggoy Ejercito-Estrada,PMP,Minority,10,1,341,False,9,3,True,False,146
264,16SBN-1509,"['procurement', 'reform', 'local']",Archived,0,0,0,0,0,0,1,0,0,0,SBN-1509,16,"an act amending republic act no. 9184, otherwise known as the government procurement reform act, withdrawing from its application all references to the local government units",9/4/13,National,Sent to the Archives,"Ejercito-Estrada, Jinggoy P.",8/11/14,False,Jinggoy Ejercito-Estrada,PMP,Minority,10,1,341,False,9,3,True,False,174
265,16SBN-1508,"['land', 'management', 'bureau', 'survey', 'cadastral', 'lot', 'entire', 'country']",Archived,1,0,0,0,0,1,0,0,1,0,SBN-1508,16,"an act authorizing the land management bureau to conduct a survey of cadastral lots in the entire country, and appropriating funds therefor",9/4/13,National,Sent to the Archives,"Ejercito-Estrada, Jinggoy P.",12/8/15,False,Jinggoy Ejercito-Estrada,PMP,Minority,11,1,825,True,9,3,True,False,139
266,16SBN-1463,"['framework', 'institutionalization', 'appropriate']",Archived,0,0,0,0,0,0,0,0,0,0,SBN-1463,16,"an act providing for a national ecotourism policy, establishing a framework for its institutionalization, providing the mechanisms for its appropriate implementations, and for other purposes",9/3/13,National,Sent to the Archives,"Ejercito-Estrada, Jinggoy P.",12/8/15,False,Jinggoy Ejercito-Estrada,PMP,Minority,11,1,826,True,9,3,True,False,190
267,16SBN-1386,"['role', 'department', 'labor', 'employment', 'dole', 'local', 'establishment', 'operation', 'public', 'employment', 'service', 'operation', 'job', 'placement', 'public', 'employment', 'service']",Passed,0,1,1,1,0,1,1,0,0,1,SBN-1386,16,"an act defining the role of the department of labor and employment (dole) and the local government units (lgus) in the establishment and operation of the public employment service office (peso), and the operation of job placement office in sucs and ngos, amending for the purpose sections 3, 6, 7, and 9 of republic act no. 8759, otherwise known as public employment service office act of 1999",8/28/13,National,Consolidated with Approved Bill,"Ejercito-Estrada, Jinggoy P., Legarda, Loren B., Revilla Jr., Ramon A., Villar, Cynthia A., Angara, Juan Edgardo ""Sonny"" M., Cayetano, Alan Peter Companero S.",10/26/15,True,Jinggoy Ejercito-Estrada,PMP,Minority,11,6,789,True,8,3,True,False,393
268,16SBN-1281,"['august', 'day', 'special', 'working', 'holiday']",Passed,0,0,1,0,1,0,0,0,0,0,SBN-1281,16,"an act declaring august 18 of every year as 'jesse robredo' day, a special working holiday, and for other purposes",8/13/13,National,Approved by the President of the Philippines,"Guingona III, Teofisto ""Tg"", Pimentel, Aquilino Koko III L.",8/18/15,True,Teofisto Guingona III,Liberal,Majority,5,2,735,True,8,3,True,True,114
269,16SBN-1070,"['proceeds', 'tax', 'exclusive', 'allocation', 'education', 'health', 'need', 'people', 'internal', 'revenue']",Archived,1,0,1,1,0,0,1,0,0,0,SBN-1070,16,"an act creating a ‘people’s fund’, earmarking all proceeds from the value-added tax to the said fund, for the exclusive allocation to the education and health needs of our people, amending for this purpose the national internal revenue code, as amended",7/23/13,National,Sent to the Archives,"Ejercito-Estrada, Jinggoy P.",10/20/14,False,Jinggoy Ejercito-Estrada,PMP,Minority,10,1,454,True,7,3,True,False,252
270,16SBN-1034,"['department', 'environment', 'natural', 'resource', 'information', 'authority', 'territory', 'vulnerable', 'sea', 'result', 'global', 'warming']",Archived,0,0,0,1,0,1,1,0,1,0,SBN-1034,16,"an act mandating the department of environment and natural resources, through the national mapping and resource information authority, to identify the low-lying areas of the philippine territory, vulnerable to rising sea levels as result of global warming",7/22/13,National,Sent to the Archives,"Defensor Santiago, Miriam",12/8/15,False,Miriam Santiago,PRP,Majority,20,1,869,True,7,3,True,True,255
271,16SBN-914,"['practice', 'chemistry', 'practice', 'chemistry']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-914,16,"an act to regulate and modernize the practice of chemistry in the philippines, repealing for the purpose republic act no. 754 entitled ‘an act to regulate the practice of chemistry in the philippines’, and for other purposes",7/18/13,National,Consolidated with Approved Bill,"Trillanes, Antonio ""Sonny"" F., Villar, Cynthia A.",3/27/15,True,Antonio Trillanes IV,Nacionalista,Majority,8,2,617,True,7,3,True,True,224
272,16SBN-876,"['power', 'debt', 'service', 'foreign', 'borrowing']",Archived,0,0,0,0,0,0,0,0,0,1,SBN-876,16,"an act restoring to congress the power to appropriate payments on debt service, reviving for the purpose section 6 of republic act no. 4860 (foreign borrowing act), and repealing section 7 of presidential decree no. 81, section 31 of presidential decree no. 1177 and sections 1, 2 and 3 of presidential decree no. 1967",7/17/13,National,Sent to the Archives,"Ejercito-Estrada, Jinggoy P.",7/28/15,False,Jinggoy Ejercito-Estrada,PMP,Minority,11,1,741,True,7,3,True,False,318
273,16SBN-844,"['proceeds', 'tax', 'exclusive', 'allocation', 'education', 'health', 'need', 'people', 'internal', 'revenue']",Archived,1,0,1,1,0,0,1,0,0,0,SBN-844,16,"an act creating a ‘people’s fund’, earmarking all proceeds from the value-added tax to the said fund, for the exclusive allocation to the education and health needs of our people, amending for this purpose the national internal revenue code, as amended",7/17/13,National,Sent to the Archives,"Ejercito, Joseph Victor G.",10/20/14,False,JV Ejercito,PMP,Minority,1,1,460,True,7,3,True,False,252
274,16SBN-841,"['department', 'environment', 'natural', 'resource', 'information', 'authority', 'disaster', 'council', 'territory', 'vulnerable', 'sea', 'result', 'global', 'warming', 'high', 'risk', 'natural']",Archived,0,0,1,1,0,1,1,0,1,0,SBN-841,16,"an act to direct the department of environment and natural resources, through the national mapping and resource information authority, together with the national disaster coordinating council, to identify low-lying areas of the philippine territory vulnerable to rising sea levels as a result of global warming, and areas at high risk for natural disasters, appropriating funds therefor and for other purposes",7/17/13,National,Sent to the Archives,"Ejercito, Joseph Victor G.",12/8/15,False,JV Ejercito,PMP,Minority,2,1,874,True,7,3,True,False,409
275,16SBN-712,"['mandatory', 'coverage', 'senior', 'senior']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-712,16,"an act providing for the mandatory philhealth coverage for all senior citizens, amending for the purpose republic act no. 7432, as amended by republic act no. 9994, otherwise known as the expanded senior citizens act of 2010",7/10/13,National,Approved by the President of the Philippines,"Recto, Ralph G., Drilon, Franklin M., Legarda, Loren B., Binay, Maria Lourdes Nancy S., Villar, Cynthia A., Guingona III, Teofisto ""Tg"", Angara, Juan Edgardo ""Sonny"" M., Aquino IV, Paolo Benigno ""Bam"", Cayetano, Alan Peter Companero S., Cayetano, Pia S., Ejercito, Joseph Victor G., Escudero, Francis ""Chiz"" G., Honasan II, Gregorio B., Lapid, Manuel ""Lito"" M., Marcos, Ferdinand ""Bongbong"" R., Osmena III, Sergio R., Pimentel, Aquilino Koko III L., Poe, Grace L., Sotto III, Vicente C., Trillanes, Antonio ""Sonny"" F.",11/5/14,True,Ralph Recto,Liberal,Majority,13,20,483,True,7,3,True,True,224
276,16SBN-628,"['secretary', 'department', 'finance', 'governor', 'congress', 'status', 'fiscal', 'monetary', 'state']",Archived,0,0,0,0,0,1,1,1,0,0,SBN-628,16,an act mandating the secretary of the department of finance and the governor of the bangko sentral ng pilipinas to appear before congress semi-annually to report on the status and directions of the fiscal and monetary policies of the state,7/8/13,National,Sent to the Archives,"Recto, Ralph G.",8/11/14,False,Ralph Recto,Liberal,Majority,13,1,399,True,7,3,True,True,239
277,16SBN-510,"['fifth', 'day', 'day']",Passed,0,0,0,0,1,0,0,0,0,0,SBN-510,16,an act declaring the fifth day of october of every year as the national teachers’ day,7/8/13,National,Approved by the President of the Philippines,"Villar, Cynthia A., Revilla Jr., Ramon A., Angara, Juan Edgardo ""Sonny"" M., Aquino IV, Paolo Benigno ""Bam"", Binay, Maria Lourdes Nancy S., Cayetano, Alan Peter Companero S., Cayetano, Pia S., Drilon, Franklin M., Ejercito, Joseph Victor G., Escudero, Francis ""Chiz"" G., Guingona III, Teofisto ""Tg"", Honasan II, Gregorio B., Lapid, Manuel ""Lito"" M., Osmena III, Sergio R., Pimentel, Aquilino Koko III L., Poe, Grace L., Recto, Ralph G., Sotto III, Vicente C., Trillanes, Antonio ""Sonny"" F.",1/29/16,True,Cynthia Villar,Nacionalista,Majority,3,19,935,True,7,3,True,True,85
278,16SBN-449,"['additional', 'respect', 'day']",Passed,0,0,0,0,1,0,0,1,0,0,SBN-449,16,"an act honoring and granting additional benefits and privileges to filipino centenarians, declaring the 25th of september as national respect for centenarians day, and for other purposes",7/4/13,National,Approved by the President of the Philippines,"Recto, Ralph G., Villar, Cynthia A.",6/23/16,True,Ralph Recto,Liberal,Majority,15,2,1085,True,7,3,True,True,186
279,16SBN-332,"['special', 'working', 'holiday', 'day']",Passed,0,0,1,0,1,0,0,0,0,0,SBN-332,16,an act declaring november 20 of every year a special working holiday to be known as national children's day,7/3/13,National,Consolidated with Approved Bill,"Cayetano, Pia S., Villar, Cynthia A., Trillanes, Antonio ""Sonny"" F., Pimentel, Aquilino Koko III L.",5/29/15,True,Pilar Juliana CayetanoP,Nacionalista,Majority,11,4,695,True,7,3,True,True,107
280,16SBN-129,"['labor', 'new', 'retirement', 'age', 'race', 'horse', 'sixty']",Passed,0,1,0,0,0,0,0,0,0,0,SBN-129,16,"an act amending presidential decree no. 442, as amended, otherwise known as the labor code of the philippines by adding a new article 287-a reducing the retirement age of race horse jockeys from sixty (60) to fifty-five (55)",7/1/13,National,Consolidated with Approved Bill,"Ejercito-Estrada, Jinggoy P.",5/3/16,True,Jinggoy Ejercito-Estrada,PMP,Minority,12,1,1037,True,7,3,True,False,224
281,16SBN-27,"['health', 'consciousness', 'tobacco']",Passed,0,0,0,0,0,0,1,0,0,0,SBN-27,16,an act to effectively instill health consciousness through picture-based warnings on tobacco products,7/1/13,National,Approved by the President of the Philippines,"Cayetano, Pia S., Drilon, Franklin M., Aquino IV, Paolo Benigno ""Bam""",7/15/14,True,Pilar Juliana CayetanoP,Nacionalista,Majority,10,3,379,True,7,3,True,True,101
282,15SBN-3405,"['social', 'security', 'system', 'social', 'security']",Archived,1,0,0,0,1,0,0,0,0,0,SBN-3405,15,"an act increasing pensions under the social security system amending for the purpose section 12 of republic act no. 1161, as amended otherwise known as the social security act of 1997",2/6/13,National,Sent to the Archives,"Ejercito-Estrada, Jinggoy P., Villar, Manny B., Marcos, Ferdinand ""Bongbong"" R., Recto, Ralph G.",6/6/13,False,Jinggoy Ejercito-Estrada,PMP,Majority,9,4,120,False,2,1,True,True,183
283,15SBN-3400,"['coverage', 'science', 'technology', 'scholarship', 'teaching', 'science', 'mathematics', 'additional']",Passed,1,0,0,0,0,0,0,1,0,0,SBN-3400,15,"an act expanding the coverage of the science and technology scholarship program, strengthening the teaching of science and mathematics in secondary schools by providing incentives and additional sources of funding therefor, and for other purposes",1/29/13,National,Approved by the President of the Philippines,"Angara, Edgardo J., Enrile, Juan Ponce, Villar, Manny B., Recto, Ralph G., Drilon, Franklin M.",6/6/13,True,Eduardo Angara,LDP,Majority,9,5,128,False,1,1,True,True,246
284,15SBN-3399,"['health', 'research', 'system']",Passed,1,0,0,1,1,0,1,0,0,0,SBN-3399,15,an act institutionalizing the philippine national health research system,1/29/13,National,Approved by the President of the Philippines,"Trillanes, Antonio ""Sonny"" F., Villar, Manny B., Angara, Edgardo J., Cayetano, Pia S.",5/7/13,True,Antonio Trillanes IV,Nacionalista,Minority,6,4,98,False,1,1,True,False,72
285,15SBN-3397,"['comprehensive', 'ammunition']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-3397,15,an act providing for a comprehensive law on firearms and ammunition and providing penalties for violations thereof,1/28/13,National,Approved by the President of the Philippines,"Trillanes, Antonio ""Sonny"" F., Drilon, Franklin M., Villar, Manny B., Defensor Santiago, Miriam, Revilla Jr., Ramon A., Lacson, Panfilo M., Honasan II, Gregorio B.",5/29/13,True,Antonio Trillanes IV,Nacionalista,Minority,6,7,121,False,1,1,True,False,114
286,15SBN-3389,"['electrification', 'administration', 'electrification', 'administration']",Passed,1,0,0,0,0,0,0,0,0,0,SBN-3389,15,"an act strengthening the national electrification administration, further amending for the purpose presidential decree no. 269, as amended, otherwise known as the national electrification administration decree",1/22/13,National,Approved by the President of the Philippines,"Osmena III, Sergio R., Recto, Ralph G.",5/7/13,True,Sergio Osmena III,Independent,Majority,18,2,105,False,1,1,True,True,209
287,15SBN-3388,"['meat', 'inspection']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-3388,15,"an act amending republic act no. 9296, otherwise known as the meat inspection code of the philippines",1/22/13,National,Approved by the President of the Philippines,"Trillanes, Antonio ""Sonny"" F., Pangilinan, Francis N., Villar, Manny B.",5/15/13,True,Antonio Trillanes IV,Nacionalista,Minority,6,3,113,False,1,1,True,False,101
288,15SBN-3377,['conduct'],Passed,0,0,0,0,0,0,0,0,0,0,SBN-3377,15,an act institutionalizing the conduct of the palarong pambansa and appropriating funds therefor,12/18/12,National,Approved by the President of the Philippines,"Escudero, Francis ""Chiz"" G., Trillanes, Antonio ""Sonny"" F.",5/27/13,True,Francis Escudero,Independent,Majority,6,2,160,False,12,4,True,True,95
289,15SBN-3376,"['entire', 'country']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-3376,15,an act declaring december of every year as 'anti-corruption month' in the entire country,12/18/12,National,Approved by the President of the Philippines,"Trillanes, Antonio ""Sonny"" F.",5/27/13,True,Antonio Trillanes IV,Nacionalista,Minority,6,1,160,False,12,4,True,False,88
290,15SBN-3371,"['disability', 'disability']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-3371,15,"an act expanding the positions reserved for persons with disability, amending for the purpose republic act no. 7277, as amended, otherwise known as the magna carta for persons with disability",12/12/12,National,Approved by the President of the Philippines,"Trillanes, Antonio ""Sonny"" F.",4/23/13,True,Antonio Trillanes IV,Nacionalista,Minority,6,1,132,False,12,4,True,False,191
291,15SBN-3367,"['toy', 'game', 'safety']",Passed,0,0,1,0,0,0,0,0,0,0,SBN-3367,15,"an act providing for toy and game safety labeling, appropriating funds therefor",12/11/12,National,Approved by the President of the Philippines,"Villar, Manny B., Defensor Santiago, Miriam",6/30/13,True,Mannuel Villar Jr,Independent,Majority,11,2,201,False,12,4,True,True,79
292,15SBN-3366,"['certain', 'regulation', 'cutting', 'coconut']",Passed,0,0,0,0,0,0,0,0,0,1,SBN-3366,15,"an act amending certain sections of republic act no. 8048 entitled, 'an act providing for the regulation of the cutting of coconut trees, its replenishment providing penalties therefor and for other purposes",12/11/12,National,Approved by the President of the Philippines,"Ejercito-Estrada, Jinggoy P., Pangilinan, Francis N.",5/29/13,True,Jinggoy Ejercito-Estrada,PMP,Majority,9,2,169,False,12,4,True,True,207
293,15SBN-3365,"['influence', 'alcohol', 'dangerous', 'similar']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-3365,15,"an act penalizing persons driving under the influence of alcohol, dangerous drugs, and similar substances, and for other purposes",12/11/12,National,Approved by the President of the Philippines,"Sotto III, Vicente C., Trillanes, Antonio ""Sonny"" F., Ejercito-Estrada, Jinggoy P., Lapid, Manuel ""Lito"" M., Villar, Manny B., Legarda, Loren B., Defensor Santiago, Miriam, Revilla Jr., Ramon A., Cayetano, Pia S., Marcos, Ferdinand ""Bongbong"" R., Honasan II, Gregorio B.",5/27/13,True,Tito Sotto III,NPC,Majority,21,11,167,False,12,4,True,True,129
294,15SBN-3345,"['unauthorized', 'interception', 'reception', 'signal', 'service', 'cable', 'television', 'system', 'cable', 'system', 'network']",Passed,1,0,0,0,1,0,0,0,0,1,SBN-3345,15,"an act prohibiting and penalizing unauthorized interception, reception or use of any signal or service over a cable television system or cable internet system and/or network, and for other purposes",12/6/12,National,Approved by the President of the Philippines,"Villar, Manny B., Escudero, Francis ""Chiz"" G., Defensor Santiago, Miriam, Enrile, Juan Ponce, Honasan II, Gregorio B.",4/17/13,True,Mannuel Villar Jr,Independent,Majority,11,5,132,False,12,4,True,True,197
295,15SBN-3343,"['principle', 'reciprocity', 'basis', 'grant', 'income', 'tax', 'international', 'air', 'internal', 'revenue']",Passed,0,0,0,1,0,0,0,0,1,0,SBN-3343,15,"an act recognizing the principle of reciprocity as basis for the grant of income tax exemptions to international air carriers and rationalizing other taxes imposed thereon by amending section 28 (a) (3) (a), 109, and 118 of the national internal revenue code, as amended, and for other purposes",12/5/12,National,Consolidated with Approved Bill,"Recto, Ralph G., Drilon, Franklin M.",3/7/13,True,Ralph Recto,Liberal,Majority,12,2,92,False,12,4,True,True,294
296,15SBN-3338,"['agricultural', 'mechanization', 'development', 'country']",Passed,1,0,0,0,0,0,1,0,1,1,SBN-3338,15,an act promoting agricultural and fisheries mechanization development in the country,11/29/12,National,Approved by the President of the Philippines,"Revilla Jr., Ramon A., Villar, Manny B., Pangilinan, Francis N.",6/5/13,True,Ramon Revilla Jr,Lakas,Majority,9,3,188,False,11,4,True,True,84
297,15SBN-3335,['bureau'],Passed,0,0,0,0,0,0,0,0,1,0,SBN-3335,15,an act strengthening the bureau of corrections (bucor) and providing funds therefor.,11/21/12,National,Consolidated with Approved Bill,"Escudero, Francis ""Chiz"" G., Drilon, Franklin M.",5/24/13,True,Francis Escudero,Independent,Majority,6,2,184,False,11,4,True,True,84
298,15SBN-3334,"['reparation', 'recognition', 'human', 'regime', 'former', 'documentation']",Passed,0,0,0,0,1,0,0,0,0,0,SBN-3334,15,"an act providing for reparation and recognition of the survivors and relatives of the victims of violations of human rights and other related violations during the regime of former president ferdinand marcos, documentation of said violations, appropriating funds therefor, and for other purposes.",11/21/12,National,Consolidated with Approved Bill,"Osmena III, Sergio R., Guingona III, Teofisto ""Tg"", Escudero, Francis ""Chiz"" G., Drilon, Franklin M.",2/25/13,True,Sergio Osmena III,Independent,Majority,18,4,96,False,11,4,True,True,296
299,15SBN-3329,"['certain', 'animal', 'welfare']",Passed,0,0,0,0,0,0,0,0,0,1,SBN-3329,15,"an act amending certain sections of republic act no. 8485, otherwise known as the animal welfare act of 1998",11/12/12,National,Approved by the President of the Philippines,"Defensor Santiago, Miriam, Honasan II, Gregorio B., Villar, Manny B., Pangilinan, Francis N.",6/30/13,True,Miriam Santiago,PRP,Minority,18,4,230,False,11,4,True,False,108
300,15SBN-3324,"['juvenile', 'justice', 'welfare']",Passed,0,0,0,0,0,0,0,0,0,1,SBN-3324,15,an act amending republic act no. 9344 otherwise known as the 'juvenile justice and welfare act of 2006' and appropriating funds therefor,11/7/12,National,Approved by the President of the Philippines,"Sotto III, Vicente C., Revilla Jr., Ramon A., Pangilinan, Francis N., Villar, Manny B., Defensor Santiago, Miriam, Escudero, Francis ""Chiz"" G., Cayetano, Pia S.",6/30/13,True,Tito Sotto III,NPC,Majority,21,7,235,False,11,4,True,True,136
301,15SBN-3316,"['charter', 'television', 'network']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-3316,15,"an act amending republic act no. 7306, otherwise known as the charter of the people's television network, incorporated",10/17/12,National,Approved by the President of the Philippines,"Legarda, Loren B., Guingona III, Teofisto ""Tg"", Drilon, Franklin M., Recto, Ralph G., Honasan II, Gregorio B.",3/14/13,True,Loren Legarda,NPC,Majority,15,5,148,False,10,4,True,True,118
302,15SBN-3312,"['overseas', 'absentee']",Passed,0,0,0,0,0,1,0,0,0,0,SBN-3312,15,an act amending republic act no. 9189 otherwise known as the overseas absentee voting act of 2003,10/16/12,National,Approved by the President of the Philippines,"Escudero, Francis ""Chiz"" G., Revilla Jr., Ramon A., Pimentel, Aquilino Koko III L., Villar, Manny B.",5/27/13,True,Francis Escudero,Independent,Majority,6,4,223,False,10,4,True,True,97
