,Word,Weight
3033,autonomous,240
3034,automobile,239
3035,automatic,238
3036,autism,237
3037,authorship,236
3038,authorized,235
3039,authorization,234
3040,authority,233
3041,author,232
3042,authentication,231
3043,aurora,230
3044,august,229
3045,augmentation,228
3046,auditory,227
3047,audit,226
3048,audiology,225
3049,audio,224
3050,audience,223
3051,auction,222
3052,attrition,221
3053,attire,220
3054,attendant,219
3055,attendance,218
3056,attempt,217
3057,attainment,216
3058,attachment,215
3059,attached,214
3060,attache,213
3061,atomic,212
3062,atmospheric,211
3063,atmosphere,210
3064,athletic,209
3065,astronomical,208
3066,asthma,207
3067,assumption,206
3068,association,205
3069,associated,204
3070,associate,203
3071,assistance,202
3072,assist,201
3073,assignment,200
3074,asset,199
3075,assessment,198
3076,assembly,197
3077,assemble,196
3078,assault,195
3079,aside,194
3080,asbestos,193
3081,artistic,192
3082,artist,191
3083,arterial,190
3084,art,189
3085,arresting,188
3086,arrest,187
3087,arrangement,186
3088,armor,185
3089,armed,184
3090,arena,183
3091,area,182
3092,archive,181
3093,architecture,180
3094,archipelago,179
3095,archipelagic,178
3096,arc,177
3097,arbor,176
3098,arbitration,175
3099,arbitrary,174
3100,aquatic,173
3101,aquarium,172
3102,appurtenant,171
3103,approve,170
3104,approval,169
3105,appropriation,168
3106,appropriate,167
3107,approach,166
3108,apprenticeship,165
3109,apprehension,164
3110,appreciation,163
3111,appraisal,162
3112,apportionment,161
3113,appointment,160
3114,appointive,159
3115,appointee,158
3116,application,157
3117,applicable,156
3118,appearance,155
3119,antitheft,154
3120,antired,153
3121,antique,152
3122,antipolo,151
3123,antipollution,150
3124,antipersonnel,149
3125,antigraft,148
3126,antidrug,147
3127,anti,146
3128,anthem,145
3129,annulment,144
3130,annual,143
3131,annotation,142
3132,anniversary,141
3133,annex,140
3134,animal,139
3135,ancestral,138
3136,anaphylaxis,137
3137,analytical,136
3138,analysis,135
3139,amusement,134
3140,ample,133
3141,amortization,132
3142,amnesty,131
3143,ammunition,130
3144,amity,129
3145,amendment,128
3146,amelioration,127
3147,ambulatory,126
3148,ambulance,125
3149,amblyopia,124
3150,amateur,123
3151,amalgamation,122
3152,amalgam,121
3153,alumnus,120
3154,alternative,119
3155,allowance,118
3156,allowable,117
3157,allotment,116
3158,allocation,115
3159,allocate,114
3160,alleviation,113
3161,allergy,112
3162,allegiance,111
3163,alive,110
3164,alienation,109
3165,alienate,108
3166,alienable,107
3167,alien,106
3168,alfonso,105
3169,alert,104
3170,alcoholic,103
3171,alcohol,102
3172,alarm,101
3173,airport,100
3174,aircraft,99
3175,air,98
3176,aid,97
3177,aguinaldo,96
3178,agriculture,95
3179,agricultural,94
3180,agreement,93
3181,agrarian,92
3182,aging,91
3183,aggressive,90
3184,aggregate,89
3185,aggravating,88
3186,agent,87
3187,agency,86
3188,age,85
3189,aftermath,84
3190,afforestation,83
3191,affordable,82
3192,affinity,81
3193,affiliation,80
3194,affected,79
3195,aerosol,78
3196,aeronautics,77
3197,aerial,76
3198,advocate,75
3199,advisory,74
3200,advisor,73
3201,advertising,72
3202,advertisement,71
3203,adverse,70
3204,advantage,69
3205,advancement,68
3206,advanced,67
3207,advance,66
3208,adultery,65
3209,adult,64
3210,adoptive,63
3211,adoption,62
3212,adopter,61
3213,adopt,60
3214,adolescent,59
3215,admission,58
3216,admissibility,57
3217,admiralty,56
3218,administrative,55
3219,administration,54
3220,adjustment,53
3221,adjudication,52
3222,adherence,51
3223,adequate,50
3224,address,49
3225,additional,48
3226,addition,47
3227,addiction,46
3228,added,45
3229,adaptation,44
3230,ad,43
3231,acupuncture,42
3232,actual,41
3233,activity,40
3234,active,39
3235,action,38
3236,acquisition,37
3237,acidification,36
3238,acid,35
3239,achievement,34
3240,accurate,33
3241,accuracy,32
3242,accredited,31
3243,accreditation,30
3244,accredit,29
3245,accounting,28
3246,accountancy,27
3247,accountable,26
3248,accountability,25
3249,account,24
3250,accordance,23
3251,accident,22
3252,accessory,21
3253,accessible,20
3254,accessibility,19
3255,access,18
3256,acceptability,17
3257,acceleration,16
3258,accelerated,15
3259,academy,14
3260,academic,13
3261,abusive,12
3262,abuse,11
3263,absolute,10
3264,absentee,9
3265,absence,8
3266,abortive,7
3267,abortion,6
3268,aboard,5
3269,ability,4
3270,abduction,3
3271,abatement,2
3272,abandonment,1
3273,abaca,0
